--- Alle Annotationen ---
bias_id,sabine_type,tom_type,sabine_comment
224,0,0,
225,0,0,
226,0,0,
227,0,0,
228,0,0,
229,10,10,
230,0,7,
231,0,0,
232,10,10,
233,10,10,
234,10,10,
235,10,10,
236,10,10,
237,10,10,
238,10,10,
239,0,0,
240,0,0,
241,0,0,
242,9,9,
243,0,0,
244,8,5,
245,9,9,
246,6,6,
247,0,0,
248,10,10,
249,0,0,
250,0,0,
251,0,0,
252,10,10,
253,10,10,
254,10,10,
255,10,10,
256,10,10,
257,10,10,
258,10,10,
259,0,0,
260,0,0,
261,0,0,
262,10,10,
263,10,10,
264,10,10,
265,10,10,
266,10,10,
267,10,10,
268,10,10,
269,10,10,
270,0,0,
271,0,0,
272,0,0,
273,0,0,
274,0,0,
275,0,0,
276,0,0,
277,0,0,
278,0,0,
279,10,10,
280,10,10,
281,10,10,
282,10,10,
283,10,10,
284,10,10,
285,10,10,
286,0,0,
287,0,0,
288,0,0,
289,0,0,
290,0,0,
291,10,10,
292,0,0,
293,10,10,
294,10,10,
295,10,10,
296,10,10,
297,10,10,
298,10,10,
299,0,0,
300,0,0,
301,0,0,
302,0,0,
303,0,0,
304,0,0,
305,10,10,
306,10,10,
307,10,10,
308,10,10,
309,10,10,
310,10,10,
311,10,10,
312,10,10,
313,0,0,
314,0,0,
315,0,0,
316,10,10,
317,10,10,
318,10,10,
319,10,10,
320,10,10,
321,10,10,
322,10,10,
323,0,0,
324,0,0,
325,0,0,
326,0,0,
327,0,0,
328,10,10,
329,0,0,
330,0,0,
331,0,0,
332,0,0,
333,0,0,
334,0,0,
335,0,0,
336,10,10,
337,10,10,
338,10,10,
339,10,10,
340,10,10,
341,10,10,
342,10,10,
343,10,10,
344,0,0,
345,0,0,
346,0,0,
347,0,0,
348,0,0,
349,10,10,
350,10,10,
351,10,10,
352,10,10,
353,10,10,
354,10,10,
355,10,10,
356,10,10,
357,0,0,
358,0,0,
359,0,0,
360,0,0,
361,0,0,
362,0,0,
363,0,0,
364,0,0,
365,0,0,
366,0,0,
367,0,0,
368,0,0,
369,0,0,
370,0,0,
371,0,0,
372,0,0,
373,0,0,
374,0,0,
375,0,0,
376,10,10,
377,10,10,
378,10,10,
379,10,10,
380,0,0,
381,0,0,
382,0,0,
383,0,0,
384,0,0,
385,0,0,
386,0,0,
387,0,0,
388,0,0,
389,0,0,
390,0,0,
391,0,0,
392,0,0,
393,0,0,
394,0,0,
395,0,0,
396,0,0,
397,0,0,
398,0,0,
399,0,0,
400,0,0,
401,0,0,
402,0,0,
403,0,0,
404,0,0,
405,0,0,
406,0,1,
407,0,0,
408,0,0,
409,0,0,
410,0,0,
411,0,0,
412,10,10,
413,10,10,
414,10,10,
415,10,10,
416,10,10,
417,10,10,
418,10,10,
419,10,10,
420,10,10,
421,0,0,
422,0,0,
423,0,0,
424,10,10,
425,0,0,
426,0,0,
427,0,0,
428,0,0,
429,0,0,
430,0,0,
431,0,0,
432,0,0,
433,0,0,
434,0,0,
435,0,0,
436,10,10,
437,0,0,
438,0,0,
439,0,0,
440,0,0,
441,0,0,
442,0,0,
443,0,0,
444,0,0,
445,0,0,
446,0,0,
447,0,0,
448,0,0,
449,0,0,
450,0,0,
451,0,0,
452,0,0,
453,0,9,
454,0,9,
455,1,1,
456,0,0,
457,0,0,
458,0,0,
459,0,0,
460,0,0,
461,0,0,
462,0,0,
463,0,0,
464,9,6,
465,0,0,
466,5,5,
467,9,9,
468,9,0,
469,0,0,
470,0,0,
471,0,0,
472,0,0,
473,0,0,
474,0,0,
475,0,0,
476,0,0,
477,0,0,
478,0,0,
479,0,0,
480,0,0,
481,0,0,
482,0,0,
483,0,0,
484,0,0,
485,0,0,
486,10,10,
487,0,0,
488,0,0,
489,0,0,
490,0,0,
491,0,0,
492,0,0,
493,0,0,
494,0,0,
495,0,0,
496,0,0,
497,0,0,
498,0,0,
499,0,0,
500,0,0,
501,7,7,
502,9,0,
503,7,7,
504,0,0,
505,0,0,
506,0,0,
507,0,0,
508,0,0,
509,0,0,
510,0,0,
511,0,0,
512,0,0,
513,0,0,
514,0,0,
515,10,10,
516,10,10,
517,10,10,
518,10,10,
519,10,10,
520,10,10,
521,10,10,
522,10,10,
523,10,10,
524,10,10,
525,10,10,
526,10,10,
527,10,10,
528,10,10,
529,10,10,
530,0,0,
531,3,6,
532,0,0,
533,0,0,
534,0,0,
535,0,0,
536,0,0,
537,0,0,
538,10,10,
539,10,10,
540,0,0,
541,0,0,
542,0,0,
543,0,0,
544,0,0,
545,10,10,
546,0,0,
547,0,0,
548,0,0,
549,10,10,
550,0,0,
551,0,0,
552,10,10,
553,0,0,
554,10,10,
555,0,0,
556,0,0,
557,0,0,
558,0,0,
559,0,0,
560,0,0,
561,0,0,
562,0,0,
563,0,0,
564,0,0,
565,3,3,
566,3,3,
567,0,0,
568,0,0,
569,0,0,
570,0,0,
571,0,0,
572,0,0,
573,10,10,
574,0,0,
575,0,0,
576,0,0,
577,8,8,
578,0,0,
579,10,10,
580,0,0,
581,0,0,
582,0,0,
583,0,0,
584,0,0,
585,0,0,
586,0,0,
587,0,0,
588,0,0,
589,0,0,
590,0,0,
591,10,10,
592,0,9,
593,0,0,
594,0,0,
595,0,0,
596,0,0,
597,0,0,
598,0,0,
599,0,0,
600,0,0,
601,0,0,
602,0,0,
603,0,0,
604,0,0,
605,0,0,
606,0,0,
607,0,0,
608,0,0,
609,0,0,
610,0,0,
611,0,0,
612,0,0,
613,0,0,
614,0,0,
615,0,0,
616,0,0,
617,0,0,
618,0,9,
619,0,0,
620,0,0,
621,10,10,
622,0,0,
623,0,0,
624,0,0,
625,0,0,
626,0,0,
627,0,0,
628,0,0,
629,0,0,
630,0,0,
631,0,0,
632,0,0,
633,0,0,
634,0,0,
635,0,0,
636,0,0,
637,0,0,
638,0,0,
639,0,0,
640,0,0,
641,0,0,
642,0,0,
643,0,6,
644,0,0,
645,6,6,
646,0,0,
647,0,0,
648,0,0,
649,6,6,
650,0,0,
651,6,6,
652,0,0,
653,0,0,
654,0,0,
655,0,0,
656,0,9,
657,0,0,
658,0,0,
659,10,10,
660,0,0,
661,0,0,
662,0,0,
663,0,0,
664,0,0,
665,0,0,
666,0,0,
667,0,0,
668,0,0,
669,0,0,
670,0,0,
671,0,0,
672,0,0,
673,0,0,
674,0,0,
675,0,0,
676,0,0,
677,10,10,
678,0,0,
679,0,0,
680,0,0,
681,0,0,
682,10,10,
683,10,10,
684,0,0,
685,3,3,
686,0,0,
687,6,3,
688,0,0,
689,0,0,
690,0,0,
691,0,0,
692,0,0,
693,0,0,
694,0,0,
695,0,0,
696,0,0,
697,0,0,
698,0,0,
699,0,0,
700,10,10,
701,0,0,
702,0,0,
703,10,10,
704,10,10,
705,10,10,
706,10,10,
707,10,10,
708,10,10,
709,10,10,
710,10,10,
711,0,0,
712,10,10,
713,10,10,
714,0,0,
715,0,0,
716,10,10,
717,0,0,
718,0,0,
719,10,10,
720,0,0,
721,0,0,
722,0,0,
723,10,10,
724,0,0,
725,0,0,
726,0,0,
727,10,10,
728,10,10,
729,10,10,
730,10,10,
731,10,10,
732,10,10,
733,10,10,
734,0,0,
735,10,10,
736,10,10,
737,0,0,
738,0,0,
739,0,0,
740,0,0,
741,0,0,
742,0,0,
743,0,0,
744,0,0,
745,10,10,
746,10,10,
747,10,10,
748,10,10,
749,10,10,
750,10,10,
751,10,10,
752,0,0,
753,0,0,
754,10,10,
755,0,0,
756,0,0,
757,10,10,
758,0,0,
759,0,0,
760,0,0,
761,0,0,
762,0,0,
763,10,10,
764,0,0,
765,0,0,
766,0,0,
767,0,0,
768,0,0,
769,0,0,
770,0,0,
771,0,0,
772,0,0,
773,0,0,
774,0,0,
775,0,0,
776,0,0,
777,0,0,
778,0,0,
779,10,10,
780,0,0,
781,0,0,
782,0,0,
783,0,0,
784,0,0,
785,10,10,
786,10,10,
787,10,10,
788,10,10,
789,10,10,
790,10,10,
791,10,10,
792,0,0,
793,0,0,
794,0,0,
795,0,0,
796,0,0,
797,10,10,
798,0,0,
799,10,10,
800,10,10,
801,10,10,
802,10,10,
803,10,10,
804,0,0,
805,0,0,
806,0,0,
807,0,0,
808,0,0,
809,0,0,
810,10,10,
811,0,0,
812,0,0,
813,0,0,
814,0,0,
815,0,0,
816,10,10,
817,0,0,
818,0,0,
819,0,0,
820,0,0,
821,0,0,
822,0,0,
823,0,0,
824,0,0,
825,0,0,
826,0,0,
827,0,0,
828,0,0,
829,0,0,
830,0,0,
831,0,0,
832,0,0,
833,0,0,
834,0,0,
835,0,0,
836,0,0,
837,0,0,
838,0,0,
839,0,0,
840,0,0,
841,0,0,
842,0,0,
843,0,0,
844,0,0,
845,0,0,
846,0,0,
847,0,0,
848,0,0,
849,0,0,
850,0,0,
851,0,0,
852,0,0,
853,0,0,
854,0,0,
855,1,1,
856,5,5,
857,0,0,
858,0,0,
859,0,0,
860,0,0,
861,0,0,
862,5,5,
863,9,9,
864,0,0,
865,0,0,
866,0,0,
867,0,0,
868,0,0,
869,0,0,
870,0,0,
871,0,0,
872,0,0,
873,0,0,
874,0,0,
875,0,0,
876,0,0,
877,0,0,
878,0,0,
879,1,0,
880,0,0,
881,0,0,
882,0,0,
883,0,0,
884,0,0,
885,0,0,
886,0,0,
887,0,0,
888,0,0,
889,0,0,
890,0,0,
891,0,0,
892,0,0,
893,7,7,
894,0,0,
895,0,0,
896,0,0,
897,0,0,
898,0,0,
899,0,0,
900,0,0,
901,0,0,
902,0,0,
903,0,0,
904,0,0,
905,0,0,
906,0,0,
907,0,0,
908,0,0,
909,0,0,
910,0,0,
911,0,0,
912,10,10,
913,0,0,
914,0,0,
915,0,0,
916,0,0,
917,0,0,
918,0,0,
919,0,0,
920,0,0,
921,9,9,
922,0,0,
923,0,0,
924,0,0,
925,0,0,
926,0,7,
927,0,0,
928,0,0,
929,0,0,
930,0,0,
931,0,0,
932,0,0,
933,0,0,
934,0,0,
935,0,0,
936,0,0,
937,0,0,
938,0,0,
939,0,0,
940,0,0,
941,0,0,
942,0,0,
943,0,0,
944,0,0,
945,0,0,
946,8,0,"Die Begründung ist seltsam (siehe Teil Attraktivität), aber die Textpassage möglicherweise gebiased"
947,0,0,
948,0,0,
949,0,0,
950,0,0,
951,0,0,
952,0,0,
953,0,0,
954,0,0,
955,7,7,
956,0,0,
957,0,0,
958,0,0,
959,0,0,
960,0,0,
961,0,0,
962,0,5,
963,0,0,
964,0,0,
965,0,0,
966,0,0,
967,0,0,
968,0,0,
969,0,0,
970,0,0,
971,0,0,
972,0,0,
973,0,0,
974,0,0,
975,0,0,
976,0,0,
977,0,0,
978,0,0,
979,0,0,
980,1,1,
981,0,0,
982,0,0,
983,10,10,
984,10,10,
985,10,10,
986,10,10,
987,10,10,
988,10,10,
989,10,10,
990,0,0,
991,0,0,
992,0,0,
993,0,0,
994,0,0,
995,0,0,
996,0,0,
997,0,0,
998,0,0,
999,0,0,
1000,0,0,
1001,0,0,
1002,0,0,
1003,0,0,
1004,0,0,
1005,0,0,
1006,0,0,
1007,0,0,
1008,0,0,
1009,0,0,
1010,5,5,
1011,0,0,
1012,0,0,
1013,0,0,
1014,0,0,
1015,0,0,
1016,0,0,
1017,0,0,
1018,0,0,
1019,0,0,
1020,0,0,
1021,0,0,
1022,0,0,
1023,0,0,
1024,0,0,
1025,0,0,
1026,0,0,
1027,0,0,
1028,0,0,
1029,0,0,
1030,0,0,
1031,0,0,
1032,0,0,
1033,0,0,
1034,7,7,
1035,0,0,
1036,0,0,
1037,0,0,
1038,0,0,
1039,0,0,
1040,0,0,
1041,0,0,
1042,0,0,
1043,0,0,
1044,7,7,
1045,5,5,
1046,0,0,
1047,5,5,
1048,0,0,
1049,0,0,
1050,0,0,
1051,0,0,
1052,0,0,
1053,0,0,
1054,0,0,
1055,10,10,
1056,0,0,
1057,10,10,
1058,10,10,
1059,0,0,
1060,0,0,
1061,0,0,
1062,5,5,
1063,0,9,
1064,1,1,
1065,0,0,
1066,0,0,
1067,0,0,
1068,10,10,
1069,0,0,
1070,0,0,
1071,0,0,
1072,0,0,
1073,0,0,
1074,0,0,
1075,0,0,
1076,0,0,
1077,5,5,
1078,0,0,
1079,0,0,
1080,0,0,
1081,0,0,
1082,0,0,
1083,0,0,
1084,1,1,
1085,1,1,
1086,1,1,
1087,0,0,
1088,0,0,
1089,9,0,
1090,0,0,
1091,0,0,
1092,0,0,
1093,0,0,
1094,0,0,
1095,0,0,
1096,0,0,
1097,0,0,
1098,0,0,
1099,0,0,
1100,0,0,
1101,0,0,
1102,0,0,
1103,0,0,
1104,8,8,
1105,0,0,
1106,0,0,
1107,0,0,
1108,0,0,
1109,0,0,
1110,0,0,
1111,0,0,
1112,0,0,
1113,0,0,
1114,0,0,
1115,0,0,
1116,0,0,
1117,10,10,
1118,10,10,
1119,10,10,
1120,10,10,
1121,10,10,
1122,10,10,
1123,10,10,
1124,10,10,
1125,0,0,
1126,10,10,
1127,10,10,
1128,10,10,
1129,10,10,
1130,10,10,
1131,10,10,
1132,10,10,
1133,0,0,
1134,0,0,
1135,0,0,
1136,0,0,
1137,0,0,
1138,0,0,
1139,0,0,
1140,0,0,
1141,0,0,
1142,0,0,
1143,0,0,
1144,0,0,
1145,0,0,
1146,0,0,
1147,0,0,
1148,0,0,
1149,0,0,
1150,0,0,
1151,0,0,
1152,0,0,
1153,0,0,
1154,0,0,
1155,0,0,
1156,0,0,
1157,0,0,
1158,0,0,
1159,0,0,
1160,10,10,
1161,0,0,
1162,0,0,
1163,0,0,
1164,0,0,
1165,0,0,
1166,10,10,
1167,0,0,
1168,0,0,
1169,0,0,
1170,0,0,
1171,0,0,
1172,0,0,
1173,0,0,
1174,10,10,
1175,10,10,
1176,10,10,
1177,10,10,
1178,10,10,
1179,10,10,
1180,10,10,
1181,0,0,
1182,10,10,
1183,10,10,
1184,10,10,
1185,0,0,
1186,10,10,
1187,0,0,
1188,10,10,
1189,10,10,
1190,0,0,
1191,0,0,
1192,0,0,
1193,0,0,
1194,0,0,
1195,0,0,
1196,0,0,
1197,0,0,
1198,0,0,
1199,0,0,
1200,0,0,
1201,0,0,
1202,0,0,
1203,0,0,
1204,10,10,
1205,0,0,
1206,0,0,
1207,0,0,
1208,0,0,
1209,0,0,
1210,0,0,
1211,0,0,
1212,0,0,
1213,0,0,
1214,0,0,
1215,0,0,
1216,0,0,
1217,0,0,
1218,0,0,
1219,0,0,
1220,0,0,
1221,0,0,
1222,0,0,
1223,0,0,
1224,0,0,
1225,0,0,
1226,0,0,
1227,0,0,
1228,0,0,
1229,0,0,
1230,0,0,
1231,0,0,
1232,0,0,
1233,0,0,
1234,0,0,
1235,10,10,
1236,0,0,
1237,8,8,
1238,0,0,
1239,7,7,
1240,0,0,
1241,0,0,
1242,0,0,
1243,0,0,
1244,10,10,
1245,0,0,
1246,0,0,
1247,0,0,
1248,10,10,
1249,0,0,
1250,0,0,
1251,0,0,
1252,0,0,
1253,0,0,
1254,0,0,
1255,0,0,
1256,0,0,
1257,0,0,
1258,0,0,
1259,0,0,
1260,0,0,
1261,0,0,
1262,0,0,
1263,0,0,
1264,0,0,
1265,0,0,
1266,10,10,
1267,10,10,
1268,0,0,
1269,0,0,
1270,0,0,
1271,0,0,
1272,0,0,
1273,0,0,
1274,0,0,
1275,0,0,
1276,0,0,
1277,0,0,
1278,0,0,
1279,0,0,
1280,0,0,
1281,0,1,
1282,0,0,
1283,0,0,
1284,0,0,
1285,10,10,
1286,10,10,
1287,10,10,
1288,0,0,
1289,10,10,
1290,10,10,
1291,10,10,
1292,10,10,
1293,0,0,
1294,0,0,
1295,0,0,
1296,7,0,
1297,10,10,
1298,0,0,
1299,0,0,
1300,0,0,
1301,0,0,
1302,0,0,
1303,0,0,
1304,0,0,
1305,0,0,
1306,0,0,
1307,10,10,
1308,10,10,
1309,10,10,
1310,10,10,
1311,10,10,
1312,10,10,
1313,0,0,
1314,0,0,
1315,0,0,
1316,0,0,
1317,0,0,
1318,0,0,
1319,0,0,
1320,0,0,
1321,0,0,
1322,0,0,
1323,0,0,
1324,0,0,
1325,0,0,
1326,0,0,
1327,0,0,
1328,0,0,
1329,0,0,
1330,10,10,
1331,0,0,
1332,0,0,
1333,0,0,
1334,0,0,
1335,0,0,
1336,0,0,
1337,0,0,
1338,10,10,
1339,10,10,
1340,10,10,
1341,10,10,
1342,10,10,
1343,10,10,
1344,10,10,
1345,10,10,
1346,5,5,
1347,0,0,
1348,0,0,
1349,0,0,
1350,0,0,
1351,0,0,
1352,0,0,
1353,0,0,
1354,0,0,
1355,10,10,
1356,0,0,
1357,0,0,
1358,0,0,
1359,0,0,
1360,0,0,
1361,0,0,
1362,10,10,
1363,0,0,
1364,0,0,
1365,0,0,
1366,0,0,
1367,0,0,
1368,7,7,
1369,0,0,
1370,0,0,
1371,0,0,
1372,0,0,
1373,0,0,
1374,0,0,
1375,0,0,
1376,10,10,
1377,0,0,
1378,0,0,
1379,10,10,
1380,0,0,
1381,10,10,
1382,10,10,
1383,10,10,
1384,10,10,
1385,10,10,
1386,10,10,
1387,10,10,
1388,0,0,
1389,0,0,
1390,0,0,
1391,0,0,
1392,0,0,
1393,0,0,
1394,10,10,
1395,10,10,
1396,0,0,
1397,0,0,
1398,0,0,
1399,0,0,
1400,0,0,
1401,0,0,
1402,0,0,
1403,0,0,
1404,0,0,
1405,0,0,
1406,0,0,
1407,0,0,
1408,0,0,
1409,0,0,
1410,0,0,
1411,0,0,
1412,0,0,
1413,0,0,
1414,0,0,
1415,0,0,
1416,0,0,
1417,0,0,
1418,0,0,
1419,0,0,
1420,8,0,
1421,0,0,
1422,0,0,
1423,0,0,
1424,0,0,
1425,0,1,
1426,0,0,
1427,0,0,
1428,0,0,
1429,10,10,
1430,10,10,
1431,10,10,
1432,0,0,
1433,10,10,
1434,10,10,
1435,10,10,
1436,0,0,
1437,10,10,
1438,10,10,
1439,0,0,
1440,0,0,
1441,0,0,
1442,0,0,
1443,0,0,
1444,0,0,
1445,0,0,
1446,0,0,
1447,0,0,
1448,0,0,
1449,0,0,
1450,0,0,
1451,0,0,
1452,10,10,
1453,0,0,
1454,0,0,
1455,0,0,
1456,0,0,
1457,0,0,
1458,10,10,
1459,10,10,
1460,10,10,
1461,10,10,
1462,10,10,
1463,10,10,
1464,10,10,
1465,0,0,
1466,0,0,
1467,0,0,
1468,0,0,
1469,0,0,
1470,0,0,
1471,0,0,
1472,10,10,
1473,10,10,
1474,10,10,
1475,10,10,
1476,10,10,
1477,10,10,
1478,10,10,
1479,10,10,
1480,0,0,
1481,0,0,
1482,0,0,
1483,0,0,
1484,0,0,
1485,0,0,
1486,0,0,
1487,0,0,
1488,0,0,
1489,0,0,
1490,0,0,
1491,0,0,
1492,0,0,
1493,0,0,
1494,0,0,
1495,10,10,
1496,10,10,
1497,10,10,
1498,10,10,
1499,10,10,
1500,10,10,
1501,10,10,
1502,0,0,
1503,0,0,
1504,10,10,
1505,10,10,
1506,10,10,
1507,10,10,
1508,10,10,
1509,10,10,
1510,10,10,
1511,0,0,
1512,0,0,
1513,0,0,
1514,0,0,
1515,0,0,
1516,0,0,
1517,0,0,
1518,0,0,
1519,0,0,
1520,0,0,
1521,0,3,
1522,0,0,
1523,0,0,
1524,0,0,
1525,0,0,
1526,10,10,
1527,0,0,
1528,0,0,
1529,0,0,
1530,0,0,
1531,10,10,
1532,10,10,
1533,0,0,
1534,0,0,
1535,0,0,
1536,0,0,
1537,0,0,
1538,0,0,
1539,0,0,
1540,0,0,
1541,0,0,
1542,10,10,
1543,10,10,
1544,10,10,
1545,10,10,
1546,10,10,
1547,10,10,
1548,10,10,
1549,10,10,
1550,0,0,
1551,0,0,
1552,0,0,
1553,0,0,
1554,0,0,
1555,0,0,
1556,0,0,
1557,0,0,
1558,0,0,
1559,0,0,
1560,0,0,
1561,0,0,
1562,0,0,
1563,0,0,
1564,0,0,
1565,0,0,
1566,0,0,
1567,0,0,
1568,0,0,
1569,0,0,
1570,0,0,
1571,0,0,
1572,0,0,
1573,0,0,
1574,0,0,
1575,0,0,
1576,0,0,
1577,0,0,
1578,0,0,
1579,0,0,
1580,0,0,
1581,0,0,
1582,0,0,
1583,10,10,
1584,0,0,
1585,0,0,
1586,0,0,
1587,0,0,
1588,0,0,
1589,0,0,
1590,0,0,
1591,0,0,
1592,0,0,
1593,0,0,
1594,0,0,
1595,0,0,
1596,0,0,
1597,0,0,
1598,0,0,
1599,0,0,
1600,0,0,
1601,0,0,
1602,0,0,
1603,0,0,
1604,0,0,
1605,0,0,
1606,0,0,
1607,0,0,
1608,0,0,
1609,0,0,
1610,10,10,
1611,0,0,
1612,0,0,
1613,0,0,
1614,0,0,
1615,0,0,
1616,0,0,
1617,0,0,
1618,0,0,
1619,0,0,
1620,0,0,
1621,0,0,

--- Ohne beide bias_type_id == 0 ---
bias_id,sabine_type,tom_type,sabine_comment
1,10,10,
2,10,10,
3,10,10,
4,10,10,
5,10,10,
6,10,10,
7,10,10,
8,10,10,
13,6,6,
18,10,10,
24,9,9,
25,5,5,
28,10,10,
29,0,6,
33,6,6,
36,0,6,
41,0,3,
48,8,8,
50,10,10,
51,10,10,
52,10,10,
53,10,10,
54,10,10,
55,10,10,
56,10,10,
57,10,10,
58,10,10,
59,9,9,
73,0,3,
77,9,9,
87,10,10,
88,10,10,
99,10,10,
101,10,10,
102,10,10,
104,10,10,
113,3,3,
119,9,9,
125,3,0,
128,10,10,
134,10,10,
135,10,10,
136,10,10,
137,10,10,
138,10,10,
139,10,10,
140,10,10,
141,10,10,
162,1,0,
170,9,9,
171,10,10,
172,10,10,
202,10,10,
212,10,10,
213,10,10,
214,10,10,
215,10,10,
216,10,10,
217,10,10,
218,10,10,
229,10,10,
230,0,7,
232,10,10,
233,10,10,
234,10,10,
235,10,10,
236,10,10,
237,10,10,
238,10,10,
242,9,9,
244,8,5,
245,9,9,
246,6,6,
248,10,10,
252,10,10,
253,10,10,
254,10,10,
255,10,10,
256,10,10,
257,10,10,
258,10,10,
262,10,10,
263,10,10,
264,10,10,
265,10,10,
266,10,10,
267,10,10,
268,10,10,
269,10,10,
279,10,10,
280,10,10,
281,10,10,
282,10,10,
283,10,10,
284,10,10,
285,10,10,
291,10,10,
293,10,10,
294,10,10,
295,10,10,
296,10,10,
297,10,10,
298,10,10,
305,10,10,
306,10,10,
307,10,10,
308,10,10,
309,10,10,
310,10,10,
311,10,10,
312,10,10,
316,10,10,
317,10,10,
318,10,10,
319,10,10,
320,10,10,
321,10,10,
322,10,10,
328,10,10,
336,10,10,
337,10,10,
338,10,10,
339,10,10,
340,10,10,
341,10,10,
342,10,10,
343,10,10,
349,10,10,
350,10,10,
351,10,10,
352,10,10,
353,10,10,
354,10,10,
355,10,10,
356,10,10,
376,10,10,
377,10,10,
378,10,10,
379,10,10,
406,0,1,
412,10,10,
413,10,10,
414,10,10,
415,10,10,
416,10,10,
417,10,10,
418,10,10,
419,10,10,
420,10,10,
424,10,10,
436,10,10,
453,0,9,
454,0,9,
455,1,1,
464,9,6,
466,5,5,
467,9,9,
468,9,0,
486,10,10,
501,7,7,
502,9,0,
503,7,7,
515,10,10,
516,10,10,
517,10,10,
518,10,10,
519,10,10,
520,10,10,
521,10,10,
522,10,10,
523,10,10,
524,10,10,
525,10,10,
526,10,10,
527,10,10,
528,10,10,
529,10,10,
531,3,6,
538,10,10,
539,10,10,
545,10,10,
549,10,10,
552,10,10,
554,10,10,
565,3,3,
566,3,3,
573,10,10,
577,8,8,
579,10,10,
591,10,10,
592,0,9,
618,0,9,
621,10,10,
643,0,6,
645,6,6,
649,6,6,
651,6,6,
656,0,9,
659,10,10,
677,10,10,
682,10,10,
683,10,10,
685,3,3,
687,6,3,
700,10,10,
703,10,10,
704,10,10,
705,10,10,
706,10,10,
707,10,10,
708,10,10,
709,10,10,
710,10,10,
712,10,10,
713,10,10,
716,10,10,
719,10,10,
723,10,10,
727,10,10,
728,10,10,
729,10,10,
730,10,10,
731,10,10,
732,10,10,
733,10,10,
735,10,10,
736,10,10,
745,10,10,
746,10,10,
747,10,10,
748,10,10,
749,10,10,
750,10,10,
751,10,10,
754,10,10,
757,10,10,
763,10,10,
779,10,10,
785,10,10,
786,10,10,
787,10,10,
788,10,10,
